Rk,School,G,W,L,W_L_Pct,SRS,SOS,W_Conf,L_Conf,W_Home,L_Home,W_Away,L_Away,Pts_Tm,Pts_Opp,Opp_Pace,Opp_ORtg,Opp_FTr,Opp_3PAr,Opp_TS_Pct,Opp_TRB_Pct,Opp_AST_Pct,Opp_STL_Pct,Opp_BLK_Pct,Opp_eFG_Pct,Opp_TOV_Pct,Opp_ORB_Pct,Opp_FTperFGA
256,Seton Hall,21,14,7,0.667,13.18,3.18,12.0,5.0,8,5,6.0,2.0,1610,1400.0,75.1,87.8,0.206,0.326,0.498,51.3,56.4,7.9,7.2,0.47,21.4,28.5,0.155
257,Siena,13,4,9,0.308,-19.67,-11.9,3.0,8.0,2,4,2.0,5.0,757,858.0,69.2,95.4,0.25,0.304,0.497,52.2,62.7,12.7,10.4,0.471,17.8,36.3,0.17
258,South Alabama,26,13,13,0.5,-13.59,-10.34,9.0,9.0,9,5,4.0,8.0,1627,1570.0,70.7,85.4,0.298,0.318,0.474,49.5,48.9,12.2,9.7,0.438,18.7,29.4,0.205
259,South Carolina,31,26,5,0.839,34.84,17.55,14.0,2.0,14,1,8.0,3.0,2338,1802.0,74.0,78.2,0.203,0.233,0.422,40.2,43.1,8.2,9.8,0.396,16.7,22.8,0.134
260,South Carolina State,10,1,9,0.1,-40.71,-11.41,0.0,2.0,1,4,0.0,5.0,460,753.0,74.2,101.5,0.257,0.286,0.511,60.1,62.2,12.3,9.4,0.488,16.4,40.5,0.17
261,South Carolina Upstate,23,8,15,0.348,-25.4,-15.97,5.0,11.0,3,6,5.0,9.0,1319,1379.0,68.6,87.4,0.229,0.369,0.487,48.1,56.2,11.2,6.4,0.46,16.6,25.7,0.158
262,South Dakota,25,19,6,0.76,15.75,2.34,12.0,2.0,11,1,8.0,4.0,1855,1444.0,69.2,83.4,0.304,0.373,0.486,45.6,49.6,8.0,4.9,0.451,20.6,22.7,0.21
263,South Dakota State,25,21,4,0.84,13.47,4.39,14.0,0.0,13,1,8.0,2.0,1746,1519.0,70.4,85.9,0.283,0.362,0.478,47.6,56.4,10.1,9.8,0.44,18.6,24.1,0.205
264,South Florida,23,19,4,0.826,17.67,7.67,12.0,2.0,13,1,5.0,2.0,1504,1274.0,68.2,80.4,0.316,0.254,0.43,44.2,48.7,9.5,7.7,0.386,17.5,25.9,0.216
265,Southeast Missouri State,26,15,11,0.577,-0.67,-3.59,13.0,7.0,9,6,6.0,5.0,1697,1549.0,68.6,86.4,0.285,0.334,0.462,46.3,60.1,11.1,7.1,0.418,17.9,30.9,0.211
266,Southeastern Louisiana,19,11,8,0.579,-9.13,-16.6,10.0,5.0,7,4,4.0,4.0,1309,1038.0,69.8,78.2,0.345,0.261,0.475,46.7,45.1,10.8,4.8,0.438,20.6,23.0,0.23
267,Southern,23,12,11,0.522,-7.41,-7.19,11.0,4.0,7,2,5.0,9.0,1395,1400.0,71.0,85.8,0.356,0.241,0.507,53.0,54.0,8.5,8.0,0.475,25.5,33.5,0.235
268,Southern California,23,11,12,0.478,14.47,19.73,8.0,10.0,8,5,3.0,7.0,1463,1584.0,70.3,97.5,0.269,0.389,0.508,56.9,61.3,10.5,8.9,0.477,16.4,30.9,0.192
269,Southern Illinois,25,9,16,0.36,-0.33,3.99,5.0,13.0,7,7,2.0,9.0,1505,1613.0,65.4,97.7,0.308,0.297,0.545,49.6,54.1,10.9,9.1,0.513,18.4,24.6,0.224
270,SIU Edwardsville,25,6,19,0.24,-16.47,-5.31,3.0,17.0,4,9,2.0,10.0,1408,1613.0,71.0,90.8,0.269,0.347,0.509,48.7,60.4,13.6,8.2,0.482,19.7,29.7,0.184
271,Southern Methodist,6,0,6,0.0,-7.41,10.42,0.0,2.0,0,3,0.0,3.0,334,441.0,76.9,93.6,0.412,0.299,0.521,51.8,58.0,12.1,13.1,0.486,19.3,29.8,0.274
272,Southern Mississippi,19,7,12,0.368,-9.81,-4.42,5.0,11.0,6,3,1.0,9.0,1242,1282.0,71.6,93.6,0.338,0.402,0.529,47.8,55.6,10.7,5.3,0.494,19.8,30.8,0.241
273,Southern Utah,20,11,9,0.55,-4.76,-7.82,6.0,5.0,8,2,3.0,7.0,1393,1261.0,71.1,87.6,0.289,0.348,0.477,41.8,50.7,10.3,9.8,0.436,16.2,22.9,0.213
274,St. Bonaventure,21,6,15,0.286,-8.28,-2.56,5.0,12.0,5,5,1.0,10.0,1235,1355.0,67.9,94.4,0.244,0.38,0.488,54.2,55.7,9.4,9.8,0.461,16.5,32.6,0.167
275,St. Francis (NY),14,4,10,0.286,-20.13,-16.7,4.0,10.0,3,4,1.0,6.0,905,953.0,72.0,92.8,0.214,0.335,0.519,52.0,57.0,11.0,13.4,0.498,20.5,31.2,0.148
276,St. John's (NY),23,8,15,0.348,2.48,7.18,4.0,12.0,5,6,3.0,9.0,1451,1559.0,71.1,94.3,0.212,0.296,0.494,52.3,57.7,13.4,8.6,0.47,17.3,33.5,0.147
277,Stanford,33,31,2,0.939,42.26,18.26,19.0,2.0,12,1,13.0,1.0,2565,1773.0,70.2,76.2,0.252,0.341,0.412,41.8,46.8,9.1,6.2,0.377,18.1,24.3,0.168
278,Stephen F. Austin,27,24,3,0.889,17.59,-9.9,14.0,0.0,15,0,9.0,2.0,2165,1297.0,71.3,67.1,0.362,0.278,0.42,44.2,51.1,9.7,6.1,0.376,26.0,28.4,0.232
279,Stetson,25,10,15,0.4,-11.9,-7.68,7.0,9.0,6,6,4.0,8.0,1551,1475.0,66.3,87.7,0.277,0.412,0.494,52.8,60.0,9.0,7.6,0.464,19.3,30.1,0.19
280,Stony Brook,21,15,6,0.714,-2.09,-9.56,11.0,3.0,9,3,6.0,2.0,1250,1093.0,67.3,77.3,0.262,0.317,0.449,44.3,57.0,12.4,6.4,0.414,22.6,23.6,0.182
281,Syracuse,24,15,9,0.625,17.72,15.93,9.0,7.0,9,1,5.0,7.0,1726,1595.0,73.6,89.8,0.29,0.33,0.487,46.5,57.7,10.9,4.6,0.447,16.8,29.0,0.214
282,Tarleton State,25,9,16,0.36,-17.3,-8.87,4.0,10.0,5,6,4.0,10.0,1552,1407.0,66.3,84.9,0.263,0.318,0.502,49.2,52.2,9.3,6.3,0.472,18.5,26.2,0.185
283,TCU,25,10,15,0.4,8.37,13.49,4.0,14.0,9,6,1.0,9.0,1699,1827.0,75.9,95.4,0.291,0.331,0.518,52.9,61.6,9.2,10.9,0.478,17.4,26.7,0.225
284,Temple,22,11,11,0.5,2.12,7.03,11.0,7.0,7,4,4.0,7.0,1364,1472.0,75.1,89.1,0.283,0.293,0.474,52.0,59.7,12.0,9.0,0.444,18.3,33.3,0.186
285,Tennessee,25,17,8,0.68,23.8,14.44,9.0,4.0,12,2,4.0,5.0,1797,1563.0,73.8,84.3,0.252,0.348,0.449,40.7,51.6,12.1,6.1,0.418,16.0,23.3,0.171
286,Tennessee State,22,0,22,0.0,-24.43,-3.3,0.0,20.0,0,11,0.0,11.0,1107,1572.0,70.1,101.4,0.281,0.426,0.543,60.0,67.4,13.2,10.6,0.512,19.9,40.7,0.207
287,Tennessee Tech,25,15,10,0.6,0.12,-4.84,12.0,8.0,9,3,6.0,7.0,1680,1556.0,68.0,91.6,0.262,0.289,0.508,47.0,55.0,10.2,10.2,0.479,19.4,26.6,0.184
288,Tennessee-Martin,28,22,6,0.786,7.42,-0.65,17.0,2.0,11,2,11.0,4.0,1926,1700.0,69.0,88.0,0.263,0.371,0.474,50.1,55.1,10.2,6.8,0.439,18.7,28.2,0.189
289,Texas,31,21,10,0.677,22.58,16.33,11.0,7.0,12,4,6.0,5.0,2136,1942.0,71.5,86.9,0.321,0.26,0.502,48.5,46.8,8.4,7.5,0.463,22.1,27.8,0.231
290,Texas A&M,28,25,3,0.893,23.7,11.1,13.0,1.0,14,1,9.0,1.0,2106,1753.0,73.4,84.5,0.211,0.359,0.47,46.2,53.1,9.3,5.3,0.444,19.4,24.9,0.146
291,Texas A&M-Corpus Christi,19,6,13,0.316,-22.47,-10.72,4.0,7.0,4,6,2.0,7.0,1111,1061.0,66.7,83.2,0.318,0.351,0.507,45.6,65.9,14.3,5.9,0.469,19.8,26.2,0.229
292,Texas Southern,15,5,10,0.333,-20.32,-11.12,4.0,8.0,4,5,1.0,5.0,915,1053.0,75.0,93.5,0.346,0.241,0.503,55.7,50.0,9.9,7.4,0.471,19.9,40.0,0.229
293,Texas State,22,11,11,0.5,-7.27,-9.9,7.0,8.0,7,1,4.0,10.0,1381,1323.0,69.3,85.8,0.306,0.301,0.495,50.1,51.4,10.6,7.3,0.459,22.9,29.5,0.215
294,Texas Tech,25,10,15,0.4,7.82,12.36,5.0,13.0,9,7,1.0,8.0,1782,1804.0,72.3,98.8,0.262,0.315,0.517,49.7,56.1,9.0,7.8,0.481,14.6,28.2,0.202
295,Texas-Rio Grande Valley,20,6,14,0.3,-18.61,-9.91,2.0,8.0,2,5,4.0,9.0,1250,1424.0,72.6,97.4,0.3,0.31,0.496,50.9,58.2,11.6,7.9,0.464,13.9,29.6,0.204
296,Toledo,24,12,12,0.5,-1.02,0.19,8.0,12.0,8,6,4.0,6.0,1662,1691.0,73.1,95.9,0.327,0.34,0.512,52.7,52.1,9.6,6.0,0.478,18.4,30.8,0.228
297,Towson,22,13,9,0.591,-1.71,-4.62,8.0,6.0,9,3,4.0,6.0,1748,1574.0,77.6,91.7,0.312,0.308,0.494,46.0,40.4,9.8,5.2,0.455,16.8,31.5,0.226
298,Troy,28,22,6,0.786,2.07,-8.74,15.0,2.0,13,2,9.0,3.0,2408,1906.0,82.3,82.4,0.288,0.32,0.469,41.7,48.6,9.0,4.6,0.435,18.3,24.5,0.195
299,Tulane,27,18,9,0.667,12.12,4.34,12.0,6.0,11,4,7.0,5.0,1856,1646.0,72.2,84.4,0.243,0.348,0.449,49.4,56.2,12.0,6.7,0.414,18.5,32.3,0.174
300,Tulsa,19,5,14,0.263,-1.46,7.28,4.0,13.0,2,8,3.0,6.0,1068,1234.0,71.1,90.7,0.279,0.296,0.495,57.1,55.7,8.6,8.8,0.466,20.5,33.2,0.188
301,UAB,23,10,13,0.435,-5.38,-2.85,3.0,11.0,5,8,5.0,5.0,1593,1488.0,68.8,92.6,0.278,0.27,0.464,46.6,40.0,8.1,9.9,0.426,10.2,28.1,0.197
302,UC Davis,16,13,3,0.813,8.21,0.46,9.0,1.0,8,0,5.0,2.0,1032,908.0,68.1,83.4,0.221,0.336,0.412,50.1,42.3,10.5,5.1,0.375,13.3,27.8,0.16
303,UC Irvine,24,15,9,0.625,-2.29,-3.03,11.0,4.0,8,4,7.0,5.0,1589,1406.0,68.8,84.3,0.283,0.391,0.507,48.9,64.1,11.0,6.5,0.473,21.9,27.4,0.204
304,UC Riverside,19,7,12,0.368,-5.21,-2.82,5.0,9.0,3,7,4.0,5.0,1115,1084.0,67.5,84.6,0.28,0.274,0.495,51.3,56.9,9.7,6.7,0.461,21.3,27.0,0.199
305,UC San Diego,15,6,9,0.4,-8.03,-2.43,6.0,9.0,3,6,3.0,3.0,916,1000.0,68.8,96.2,0.231,0.335,0.507,51.9,52.8,11.6,9.8,0.474,15.6,27.5,0.177
306,UC Santa Barbara,21,7,14,0.333,-4.79,0.02,7.0,9.0,3,8,4.0,6.0,1386,1487.0,71.2,99.5,0.24,0.287,0.503,52.8,60.6,10.2,7.6,0.473,14.3,31.9,0.174
307,UCLA,23,17,6,0.739,31.97,18.84,12.0,4.0,9,2,7.0,3.0,1642,1340.0,69.6,83.3,0.295,0.34,0.478,44.3,51.2,8.2,8.4,0.443,21.1,25.6,0.203
308,UNC Asheville,25,10,15,0.4,-23.85,-18.73,9.0,10.0,6,6,4.0,9.0,1512,1640.0,71.5,91.7,0.272,0.3,0.481,52.7,51.1,9.0,8.0,0.446,17.3,32.4,0.195
309,UNC Greensboro,24,8,16,0.333,-15.48,-7.2,6.0,8.0,5,8,3.0,8.0,1209,1217.0,60.3,84.0,0.247,0.323,0.461,48.7,57.9,10.9,8.6,0.428,17.6,34.3,0.174
310,UNC Wilmington,21,7,14,0.333,-15.15,-7.72,3.0,10.0,4,7,3.0,7.0,1247,1403.0,72.4,92.2,0.227,0.359,0.476,49.2,56.8,12.5,9.5,0.449,17.1,32.4,0.156
311,UT Arlington,20,13,7,0.65,-4.52,-9.91,11.0,4.0,8,2,5.0,5.0,1221,972.0,66.0,73.6,0.311,0.299,0.436,48.3,55.1,9.8,5.9,0.394,21.8,26.2,0.213
312,Utah,21,5,16,0.238,10.97,21.69,4.0,15.0,2,7,3.0,9.0,1264,1489.0,71.0,99.9,0.28,0.332,0.521,51.3,56.4,12.9,12.2,0.485,16.2,32.2,0.21
313,Utah State,24,4,20,0.167,-12.43,3.15,2.0,16.0,4,9,0.0,11.0,1512,1886.0,77.8,100.4,0.269,0.362,0.509,53.7,63.5,10.2,8.7,0.479,13.5,29.3,0.191
314,Utah Tech,3,1,2,0.333,-30.82,-7.82,,,1,1,0.0,1.0,178,143.0,60.2,79.0,0.333,0.268,0.502,41.8,60.8,12.7,4.2,0.467,13.9,20.6,0.228
315,Utah Valley,20,13,7,0.65,-7.53,-8.37,10.0,4.0,9,4,4.0,2.0,1232,1132.0,66.5,85.1,0.207,0.337,0.471,45.5,66.2,11.7,8.6,0.445,17.0,24.0,0.145
316,UTEP,25,17,8,0.68,0.84,-4.16,13.0,5.0,11,2,6.0,6.0,1743,1618.0,71.6,89.0,0.315,0.302,0.51,48.3,50.2,10.0,8.7,0.479,21.3,27.6,0.216
317,UTSA,20,2,18,0.1,-19.78,-5.09,0.0,14.0,2,8,0.0,10.0,1227,1426.0,71.3,98.1,0.307,0.321,0.527,52.8,51.4,8.9,4.9,0.51,18.1,36.5,0.188
318,Valparaiso,25,12,13,0.48,3.87,4.39,7.0,9.0,6,6,6.0,7.0,1608,1621.0,71.3,89.1,0.358,0.319,0.495,57.5,55.4,9.4,11.6,0.459,21.3,30.7,0.241
319,Vanderbilt,8,4,4,0.5,-0.79,3.21,0.0,3.0,3,2,1.0,2.0,594,626.0,80.6,97.2,0.352,0.312,0.516,51.8,54.9,7.5,10.1,0.486,17.4,33.3,0.233
320,Vermont,6,4,2,0.667,-12.19,-16.69,4.0,2.0,3,1,1.0,1.0,374,347.0,70.6,81.8,0.253,0.286,0.43,50.1,48.4,9.0,10.0,0.392,17.2,31.1,0.181
321,Villanova,24,17,7,0.708,10.59,6.14,9.0,5.0,9,3,8.0,4.0,1702,1595.0,72.0,90.9,0.303,0.258,0.481,49.0,51.6,9.4,6.3,0.435,16.1,26.1,0.23
322,Virginia,5,0,5,0.0,-4.53,8.88,0.0,2.0,0,3,0.0,2.0,258,325.0,70.3,92.3,0.263,0.287,0.493,56.3,50.4,13.1,11.6,0.466,21.1,40.9,0.177
323,Virginia Commonwealth,27,16,11,0.593,2.59,1.08,10.0,5.0,7,3,9.0,7.0,1725,1684.0,68.0,89.3,0.241,0.359,0.482,48.9,57.3,9.2,8.4,0.457,18.3,28.2,0.159
324,Virginia Tech,25,15,10,0.6,19.44,13.4,8.0,8.0,10,5,4.0,4.0,1801,1650.0,72.7,90.3,0.271,0.318,0.48,49.0,47.5,9.8,10.7,0.447,16.2,25.7,0.188
325,Wagner,19,13,6,0.684,-15.48,-15.43,12.0,4.0,8,2,5.0,4.0,1126,1127.0,71.4,81.5,0.323,0.321,0.469,52.1,51.0,12.8,9.2,0.429,22.9,28.8,0.225
326,Wake Forest,25,12,13,0.48,14.7,16.78,8.0,10.0,5,4,7.0,8.0,1661,1713.0,69.9,97.1,0.209,0.295,0.5,51.3,52.3,9.1,9.1,0.477,14.7,30.6,0.146
327,Washington,21,7,14,0.333,13.94,20.08,3.0,13.0,3,6,4.0,8.0,1234,1363.0,68.2,95.1,0.264,0.392,0.526,51.7,57.1,13.2,10.9,0.495,21.2,34.2,0.194
328,Washington State,24,12,12,0.5,20.39,20.6,9.0,10.0,8,5,4.0,6.0,1517,1522.0,68.0,90.9,0.279,0.309,0.487,50.9,53.6,11.2,10.1,0.45,17.4,30.3,0.204
329,Weber State,22,2,20,0.091,-18.64,-3.74,2.0,16.0,2,7,0.0,13.0,1361,1628.0,73.6,98.9,0.279,0.368,0.524,50.9,53.6,12.3,8.5,0.485,15.8,31.3,0.217
330,West Virginia,29,22,7,0.759,21.8,15.49,13.0,5.0,14,2,7.0,4.0,2096,1913.0,73.3,89.6,0.25,0.323,0.491,47.4,55.5,9.1,9.4,0.46,18.2,26.1,0.179
331,Western Carolina,24,6,18,0.25,-21.71,-10.17,3.0,10.0,4,7,2.0,11.0,1327,1444.0,65.4,91.6,0.366,0.344,0.52,48.6,52.9,10.5,6.6,0.483,18.1,27.0,0.254
332,Western Illinois,24,8,16,0.333,-6.21,0.79,6.0,8.0,4,6,4.0,10.0,1657,1825.0,76.6,98.2,0.289,0.349,0.53,54.2,53.2,10.5,9.7,0.492,17.9,29.8,0.221
333,Western Kentucky,23,7,16,0.304,-3.89,1.07,6.0,10.0,5,5,2.0,11.0,1469,1583.0,72.9,92.4,0.251,0.38,0.485,50.4,60.7,10.8,9.5,0.46,18.7,36.5,0.167
334,Western Michigan,21,6,15,0.286,-3.66,1.72,5.0,14.0,5,6,1.0,9.0,1371,1484.0,74.9,94.3,0.276,0.368,0.51,52.5,40.1,12.4,7.1,0.481,17.8,27.9,0.192
335,Wichita State,18,6,12,0.333,1.12,3.62,2.0,9.0,3,6,3.0,6.0,1142,1187.0,71.0,91.0,0.339,0.377,0.469,49.2,60.5,10.7,10.9,0.43,16.2,31.1,0.23
336,William & Mary,13,6,7,0.462,-8.66,-6.2,3.0,5.0,3,3,3.0,4.0,765,797.0,68.5,89.5,0.336,0.281,0.464,56.1,50.9,9.5,12.8,0.425,17.5,35.7,0.225
337,Winthrop,24,6,18,0.25,-30.95,-19.58,5.0,15.0,4,6,2.0,12.0,1232,1505.0,67.7,92.2,0.26,0.347,0.492,49.7,51.1,10.3,8.7,0.468,17.3,28.9,0.17
338,Wisconsin,24,5,19,0.208,5.26,17.93,2.0,18.0,5,8,0.0,11.0,1514,1818.0,72.7,103.2,0.283,0.339,0.51,51.7,59.7,12.5,8.5,0.479,13.2,34.2,0.199
339,Wofford,24,13,11,0.542,-11.53,-11.05,7.0,7.0,8,2,5.0,9.0,1500,1423.0,67.2,86.5,0.247,0.321,0.468,46.8,48.2,10.6,6.7,0.437,17.0,29.4,0.173
340,Wright State,27,19,8,0.704,8.2,1.39,15.0,5.0,8,4,10.0,3.0,1695,1511.0,68.1,82.2,0.344,0.362,0.455,40.6,52.1,8.4,2.6,0.406,19.0,21.6,0.246
341,Wyoming,24,14,10,0.583,5.69,2.32,8.0,8.0,9,2,5.0,7.0,1469,1388.0,65.4,87.5,0.233,0.279,0.469,51.6,39.3,8.6,10.9,0.434,16.9,26.1,0.175
342,Xavier,15,5,10,0.333,-4.83,6.58,2.0,8.0,4,4,1.0,6.0,942,1113.0,76.3,97.3,0.344,0.313,0.548,50.9,64.5,12.8,10.3,0.514,21.2,32.7,0.247
343,Youngstown State,18,10,8,0.556,-0.79,-3.9,9.0,7.0,7,4,3.0,4.0,1199,1143.0,69.3,91.7,0.247,0.357,0.484,50.0,50.6,11.3,10.2,0.462,15.9,27.9,0.157
